cms_claim_id,reporting_quarter,state,city,zip_code,hcpcs_code,equipment_category,beneficiary_count,total_claims,total_allowed,total_paid,provider_type,home_health_share,competitor_count
CMS-0002507,Q4-2025,ND,ND_City_3,88499,E0465,Respiratory,27,20,47279.97,9228.9,Physician Office,True,7
CMS-0002508,Q4-2025,OR,OR_City_1,49733,E0433,Respiratory,44,76,22326.81,7256.98,Physician Office,False,8
CMS-0002509,Q4-2025,NJ,NJ_City_2,68202,E0424,Respiratory,46,140,29004.57,22067.98,Home Health Agency,False,4
CMS-0002510,Q4-2025,AR,AR_City_1,13715,E0601,Sleep Therapy,21,129,27850.51,39691.71,Home Health Agency,True,1
CMS-0002511,Q4-2025,DE,DE_City_2,53342,E0570,Respiratory,32,7,22756.72,553.24,Home Health Agency,True,8
CMS-0002512,Q4-2025,KS,KS_City_3,39992,E0465,Respiratory,39,193,40422.53,16937.29,Home Health Agency,False,7
CMS-0002513,Q4-2025,MO,MO_City_3,44544,E0470,Sleep Therapy,15,28,34691.3,823.77,DME Supplier,False,2
CMS-0002514,Q4-2025,WV,WV_City_2,62590,E0424,Respiratory,39,189,15083.84,44089.24,DME Supplier,False,5
CMS-0002515,Q4-2025,KS,KS_City_1,14547,E0570,Respiratory,30,11,41433.94,17249.93,DME Supplier,True,2
CMS-0002516,Q4-2025,NE,NE_City_1,57631,E0424,Respiratory,40,22,47788.75,25175.97,Home Health Agency,False,1
CMS-0002517,Q4-2025,PA,Allentown,97292,E0431,Respiratory,30,42,22368.41,10084.13,Hospital Outpatient,False,1
CMS-0002518,Q4-2025,OH,Cleveland,75474,E0431,Respiratory,29,171,12826.54,32820.65,Home Health Agency,False,8
CMS-0002519,Q4-2025,NM,NM_City_3,23967,E0433,Respiratory,7,98,32007.93,32071.56,Hospital Outpatient,True,7
CMS-0002520,Q4-2025,VA,VA_City_1,57727,E0470,Sleep Therapy,44,100,24820.65,36680.8,Physician Office,True,4
CMS-0002521,Q4-2025,MI,Lansing,51651,E0470,Sleep Therapy,33,91,16473.86,21809.77,Hospital Outpatient,False,1
CMS-0002522,Q4-2025,NH,NH_City_2,67240,E0431,Respiratory,16,169,42886.61,43144.94,Hospital Outpatient,False,2
CMS-0002523,Q4-2025,WV,WV_City_1,66936,E0424,Respiratory,42,40,32562.12,43180.06,Home Health Agency,False,6
CMS-0002524,Q4-2025,DE,DE_City_2,48324,E0424,Respiratory,45,43,15387.18,24617.59,DME Supplier,True,3
CMS-0002525,Q4-2025,VA,VA_City_2,37096,E0433,Respiratory,9,65,25141.75,27452.27,DME Supplier,True,2
CMS-0002526,Q4-2025,FL,Sarasota,92195,E0470,Sleep Therapy,27,175,19713.52,40138.91,Physician Office,False,2
CMS-0002527,Q4-2025,IN,IN_City_1,22790,E0601,Sleep Therapy,50,50,48315.41,35284.24,Hospital Outpatient,False,4
CMS-0002528,Q4-2025,TN,TN_City_1,52323,E0433,Respiratory,26,193,22663.75,22756.65,DME Supplier,False,1
CMS-0002529,Q4-2025,WI,WI_City_1,41076,E0431,Respiratory,32,188,29221.18,13712.03,Physician Office,True,1
CMS-0002530,Q4-2025,PA,Allentown,32998,E0465,Respiratory,34,11,23443.52,34850.73,DME Supplier,False,1
CMS-0002531,Q4-2025,ND,ND_City_1,93337,E0601,Sleep Therapy,49,137,15765.26,36714.49,Physician Office,True,3
CMS-0002532,Q4-2025,SD,SD_City_1,70957,E0433,Respiratory,19,27,23831.86,1044.73,Hospital Outpatient,True,2
CMS-0002533,Q4-2025,CO,CO_City_3,38186,E0570,Respiratory,46,20,34734.61,35163.31,Home Health Agency,False,6
CMS-0002534,Q4-2025,MI,Detroit,59699,E0431,Respiratory,49,104,42102.31,12508.7,Home Health Agency,False,5
CMS-0002535,Q4-2025,LA,LA_City_1,98219,E0433,Respiratory,35,101,7109.41,20687.09,Hospital Outpatient,False,1
CMS-0002536,Q4-2025,CO,CO_City_1,96884,E0424,Respiratory,7,184,10316.97,33419.16,Physician Office,False,2
CMS-0002537,Q4-2025,NV,NV_City_2,69443,E0431,Respiratory,3,89,17220.79,25695.56,DME Supplier,False,3
CMS-0002538,Q4-2025,GA,Atlanta,36431,E0601,Sleep Therapy,13,181,26472.57,5401.42,Home Health Agency,False,5
CMS-0002539,Q4-2025,WY,WY_City_3,60131,E0433,Respiratory,4,55,30065.01,34845.33,Hospital Outpatient,True,5
CMS-0002540,Q4-2025,IL,Aurora,44192,E0431,Respiratory,48,197,37366.87,6598.15,Home Health Agency,True,1
CMS-0002541,Q4-2025,TN,TN_City_2,96613,E0570,Respiratory,5,136,3814.67,37172.91,Physician Office,False,8
CMS-0002542,Q4-2025,CT,CT_City_3,50861,E0431,Respiratory,6,49,8802.88,13202.79,Physician Office,False,2
CMS-0002543,Q4-2025,NC,Raleigh,24117,E0465,Respiratory,20,138,31727.72,42693.87,Hospital Outpatient,False,7
CMS-0002544,Q4-2025,AL,AL_City_1,71984,E0601,Sleep Therapy,21,21,41870.81,39486.05,Home Health Agency,True,3
CMS-0002545,Q4-2025,PA,Reading,33027,E0433,Respiratory,11,142,1238.08,25607.9,DME Supplier,False,6
CMS-0002546,Q4-2025,MI,Grand Rapids,30048,E0601,Sleep Therapy,21,145,39240.76,16099.78,Physician Office,False,5
CMS-0002547,Q4-2025,MS,MS_City_1,12275,E0465,Respiratory,45,169,6569.74,12854.68,Hospital Outpatient,True,1
CMS-0002548,Q4-2025,MA,MA_City_2,61854,E0424,Respiratory,50,73,46104.69,23369.59,DME Supplier,True,3
CMS-0002549,Q4-2025,UT,UT_City_1,80794,E0424,Respiratory,40,170,22209.58,18273.08,Home Health Agency,False,5
CMS-0002550,Q4-2025,WA,WA_City_3,72704,E0433,Respiratory,8,130,26037.79,23704.93,DME Supplier,True,1
CMS-0002551,Q4-2025,GA,Atlanta,61445,E0601,Sleep Therapy,41,144,45798.85,4484.57,Physician Office,True,5
CMS-0002552,Q4-2025,OR,OR_City_2,61931,E0570,Respiratory,44,73,6829.34,7341.95,Hospital Outpatient,False,4
CMS-0002553,Q4-2025,TN,TN_City_2,71240,E0433,Respiratory,33,158,35066.28,19424.41,DME Supplier,False,7
CMS-0002554,Q4-2025,LA,LA_City_2,27935,E0570,Respiratory,2,190,47384.66,3739.08,DME Supplier,False,7
CMS-0002555,Q4-2025,PA,Pittsburgh,95837,E0433,Respiratory,49,191,23059.69,5459.46,Physician Office,False,2
CMS-0002556,Q4-2025,ID,ID_City_3,79509,E0433,Respiratory,6,62,5588.39,39114.16,DME Supplier,False,6
CMS-0002557,Q4-2025,NY,Buffalo,32011,E0431,Respiratory,11,34,6374.72,19848.25,Hospital Outpatient,True,5
CMS-0002558,Q4-2025,TX,Plano,67056,E0431,Respiratory,22,63,32697.89,31676.68,Home Health Agency,False,7
CMS-0002559,Q4-2025,MS,MS_City_1,83279,E0570,Respiratory,33,176,22245.24,32320.04,Hospital Outpatient,False,6
CMS-0002560,Q4-2025,SC,SC_City_1,20889,E0570,Respiratory,16,78,19775.8,42357.55,Hospital Outpatient,True,7
CMS-0002561,Q4-2025,OH,Cleveland,54051,E0570,Respiratory,22,97,30058.42,28678.74,Physician Office,False,6
CMS-0002562,Q4-2025,PA,Pittsburgh,80321,E0470,Sleep Therapy,35,69,23064.19,15738.52,Home Health Agency,True,1
CMS-0002563,Q4-2025,WI,WI_City_1,86934,E0431,Respiratory,17,182,7278.93,5612.94,Physician Office,False,3
CMS-0002564,Q4-2025,RI,RI_City_3,98316,E0433,Respiratory,16,114,21345.29,6766.59,Hospital Outpatient,True,6
CMS-0002565,Q4-2025,RI,RI_City_1,64553,E0601,Sleep Therapy,29,25,49846.17,20199.28,Physician Office,False,7
CMS-0002566,Q4-2025,UT,UT_City_2,58775,E0601,Sleep Therapy,38,45,21097.16,10551.93,DME Supplier,True,6
CMS-0002567,Q4-2025,MT,MT_City_1,17358,E0433,Respiratory,41,36,10324.05,22549.96,Home Health Agency,False,5
CMS-0002568,Q4-2025,ME,ME_City_1,87788,E0570,Respiratory,37,36,30557.89,30632.53,Home Health Agency,False,1
CMS-0002569,Q4-2025,MN,MN_City_2,74984,E0424,Respiratory,36,176,41635.87,28942.11,Physician Office,False,8
CMS-0002570,Q4-2025,WI,WI_City_1,37500,E0465,Respiratory,27,67,22422.64,32908.39,Physician Office,True,4
CMS-0002571,Q4-2025,IN,IN_City_1,45173,E0601,Sleep Therapy,41,39,18105.53,6559.64,DME Supplier,False,6
CMS-0002572,Q4-2025,PA,Pittsburgh,77013,E0570,Respiratory,4,67,23898.29,44620.03,Home Health Agency,False,3
CMS-0002573,Q4-2025,AR,AR_City_1,72224,E0424,Respiratory,44,96,25539.14,10443.46,Hospital Outpatient,False,1
CMS-0002574,Q4-2025,KY,KY_City_1,58606,E0424,Respiratory,37,164,18411.07,34611.92,Physician Office,False,5
CMS-0002575,Q4-2025,RI,RI_City_1,32944,E0570,Respiratory,16,124,7333.31,16783.53,Hospital Outpatient,False,2
CMS-0002576,Q4-2025,CO,CO_City_1,39550,E0424,Respiratory,30,191,38673.84,16736.71,Physician Office,False,8
CMS-0002577,Q4-2025,VA,VA_City_1,95201,E0424,Respiratory,6,57,30543.03,4016.19,DME Supplier,False,3
CMS-0002578,Q4-2025,PA,Reading,14006,E0424,Respiratory,32,49,10411.2,26498.55,Hospital Outpatient,False,3
CMS-0002579,Q4-2025,CT,CT_City_1,30818,E0433,Respiratory,31,61,31588.24,26883.04,Hospital Outpatient,False,4
CMS-0002580,Q4-2025,TX,San Antonio,80673,E0431,Respiratory,26,171,16334.08,28280.01,Hospital Outpatient,True,1
CMS-0002581,Q4-2025,NE,NE_City_3,55350,E0601,Sleep Therapy,47,26,21884.99,4474.9,DME Supplier,True,2
CMS-0002582,Q4-2025,MA,MA_City_3,48969,E0424,Respiratory,12,57,46132.83,28289.23,Hospital Outpatient,False,8
CMS-0002583,Q4-2025,WY,WY_City_2,23233,E0465,Respiratory,48,180,43089.01,26081.18,Home Health Agency,False,2
CMS-0002584,Q4-2025,NJ,NJ_City_3,62416,E0601,Sleep Therapy,22,77,45262.63,22904.16,Hospital Outpatient,False,5
CMS-0002585,Q4-2025,SC,SC_City_2,46405,E0570,Respiratory,10,134,27112.92,27178.5,DME Supplier,False,6
CMS-0002586,Q4-2025,NJ,NJ_City_1,16045,E0601,Sleep Therapy,2,153,26304.33,37071.71,Hospital Outpatient,True,7
CMS-0002587,Q4-2025,CO,CO_City_3,40674,E0470,Sleep Therapy,1,92,7047.03,6441.03,Hospital Outpatient,False,3
CMS-0002588,Q4-2025,RI,RI_City_3,72014,E0601,Sleep Therapy,38,182,1759.59,40627.46,Hospital Outpatient,False,6
CMS-0002589,Q4-2025,DE,DE_City_2,28343,E0433,Respiratory,34,151,3840.21,35190.44,Home Health Agency,False,4
CMS-0002590,Q4-2025,NY,New York,27357,E0570,Respiratory,24,168,49803.72,33634.36,Hospital Outpatient,True,8
CMS-0002591,Q4-2025,AL,AL_City_3,54202,E0433,Respiratory,29,167,40389.37,18855.58,Hospital Outpatient,False,6
CMS-0002592,Q4-2025,NV,NV_City_2,84567,E0431,Respiratory,14,174,49716.86,44794.94,Home Health Agency,False,8
CMS-0002593,Q4-2025,TX,Houston,99190,E0570,Respiratory,45,178,2331.4,35463.25,DME Supplier,True,2
CMS-0002594,Q4-2025,KY,KY_City_3,33930,E0433,Respiratory,41,96,6671.49,22094.73,Physician Office,False,6
CMS-0002595,Q4-2025,IN,IN_City_1,66053,E0465,Respiratory,19,162,29109.75,8102.86,Hospital Outpatient,False,4
CMS-0002596,Q4-2025,IN,IN_City_2,14077,E0601,Sleep Therapy,43,182,8784.69,33707.71,DME Supplier,False,3
CMS-0002597,Q4-2025,NM,NM_City_2,82860,E0601,Sleep Therapy,41,41,49918.63,28029.77,Hospital Outpatient,False,5
CMS-0002598,Q4-2025,MT,MT_City_1,81213,E0424,Respiratory,33,182,38704.93,33641.47,Home Health Agency,True,7
CMS-0002599,Q4-2025,ND,ND_City_2,49763,E0465,Respiratory,14,96,15600.37,30202.97,Physician Office,False,4
CMS-0002600,Q4-2025,CO,CO_City_3,44697,E0433,Respiratory,5,197,34836.74,33746.77,Home Health Agency,False,6
CMS-0002601,Q4-2025,IL,Springfield,51663,E0465,Respiratory,32,128,33243.79,2882.43,Home Health Agency,False,6
CMS-0002602,Q4-2025,AL,AL_City_3,95440,E0431,Respiratory,22,91,26928.01,42162.29,Hospital Outpatient,True,5
CMS-0002603,Q4-2025,CT,CT_City_3,59624,E0570,Respiratory,20,91,34678.28,560.92,Physician Office,True,5
CMS-0002604,Q4-2025,MT,MT_City_1,85166,E0424,Respiratory,42,29,46503.09,43752.55,Hospital Outpatient,False,3
CMS-0002605,Q4-2025,NY,New York,29633,E0431,Respiratory,26,175,6154.01,12085.4,DME Supplier,True,5
CMS-0002606,Q4-2025,NC,Greensboro,23200,E0470,Sleep Therapy,14,161,42735.98,23739.36,Physician Office,False,5
CMS-0002607,Q4-2025,IL,Chicago,36542,E0431,Respiratory,41,130,37545.85,17623.56,DME Supplier,False,8
CMS-0002608,Q4-2025,CA,San Jose,55645,E0465,Respiratory,43,152,9421.35,30408.79,DME Supplier,False,2
CMS-0002609,Q4-2025,NV,NV_City_3,98042,E0601,Sleep Therapy,22,107,27216.82,12199.7,DME Supplier,True,4
CMS-0002610,Q4-2025,IL,Rockford,92671,E0433,Respiratory,12,143,43889.82,20863.87,Hospital Outpatient,True,2
CMS-0002611,Q4-2025,WV,WV_City_2,76595,E0424,Respiratory,46,10,12729.05,42326.59,Hospital Outpatient,False,7
CMS-0002612,Q4-2025,NC,Durham,77754,E0470,Sleep Therapy,10,53,45683.68,9663.56,DME Supplier,True,4
CMS-0002613,Q4-2025,OH,Toledo,22649,E0465,Respiratory,49,100,35326.09,20312.67,Hospital Outpatient,False,3
CMS-0002614,Q4-2025,OR,OR_City_1,89916,E0431,Respiratory,11,191,5727.41,37677.16,Home Health Agency,True,6
CMS-0002615,Q4-2025,CT,CT_City_3,53165,E0570,Respiratory,21,40,25170.81,39119.86,Home Health Agency,True,7
CMS-0002616,Q4-2025,NY,Albany,80206,E0470,Sleep Therapy,1,10,43504.35,23662.96,Home Health Agency,False,4
CMS-0002617,Q4-2025,WY,WY_City_1,98971,E0433,Respiratory,23,143,1896.66,8881.42,Home Health Agency,True,4
CMS-0002618,Q4-2025,TX,Houston,27341,E0431,Respiratory,47,150,18596.51,36380.8,DME Supplier,True,5
CMS-0002619,Q4-2025,FL,Sarasota,62620,E0431,Respiratory,6,27,26155.4,2015.22,Physician Office,True,2
CMS-0002620,Q4-2025,OH,Dayton,63053,E0465,Respiratory,18,72,37632.68,26147.23,DME Supplier,False,5
CMS-0002621,Q4-2025,MA,MA_City_3,18254,E0465,Respiratory,13,147,46740.34,44420.7,Home Health Agency,False,8
CMS-0002622,Q4-2025,NJ,NJ_City_2,77900,E0431,Respiratory,18,27,47297.18,23147.96,Home Health Agency,False,7
CMS-0002623,Q4-2025,CA,San Jose,30681,E0570,Respiratory,36,196,3797.28,37138.35,Hospital Outpatient,True,8
CMS-0002624,Q4-2025,AL,AL_City_2,35784,E0570,Respiratory,8,65,14420.92,3093.0,Physician Office,True,3
CMS-0002625,Q4-2025,ND,ND_City_3,43068,E0470,Sleep Therapy,28,200,16494.7,27207.88,Hospital Outpatient,False,6
CMS-0002626,Q4-2025,DE,DE_City_2,57754,E0424,Respiratory,10,42,4101.06,26515.29,DME Supplier,False,1
CMS-0002627,Q4-2025,MT,MT_City_3,14410,E0431,Respiratory,24,135,11200.67,3742.63,Home Health Agency,True,1
CMS-0002628,Q4-2025,WV,WV_City_3,26254,E0431,Respiratory,45,73,23214.95,41095.87,Home Health Agency,False,5
CMS-0002629,Q4-2025,LA,LA_City_1,68828,E0433,Respiratory,19,88,20509.95,41612.47,Home Health Agency,True,4
CMS-0002630,Q4-2025,IL,Rockford,79817,E0470,Sleep Therapy,42,47,40747.41,5810.13,Home Health Agency,False,2
CMS-0002631,Q4-2025,NV,NV_City_1,75042,E0433,Respiratory,26,164,8057.62,19159.59,Hospital Outpatient,False,2
CMS-0002632,Q4-2025,IA,IA_City_2,85103,E0601,Sleep Therapy,42,92,28851.6,27445.59,Physician Office,False,4
CMS-0002633,Q4-2025,DE,DE_City_2,78487,E0465,Respiratory,23,96,4804.16,4248.33,DME Supplier,True,5
CMS-0002634,Q4-2025,MI,Sterling Heights,97579,E0431,Respiratory,26,82,36946.82,28587.12,Physician Office,False,3
CMS-0002635,Q4-2025,IN,IN_City_1,45866,E0424,Respiratory,39,104,13204.36,32588.67,Hospital Outpatient,False,8
CMS-0002636,Q4-2025,IL,Springfield,23777,E0465,Respiratory,30,90,16806.37,16842.92,Hospital Outpatient,False,4
CMS-0002637,Q4-2025,ID,ID_City_2,25605,E0433,Respiratory,45,134,7681.75,33080.54,DME Supplier,False,5
CMS-0002638,Q4-2025,RI,RI_City_2,47662,E0470,Sleep Therapy,37,89,24532.26,9679.99,DME Supplier,False,7
CMS-0002639,Q4-2025,CO,CO_City_1,87383,E0431,Respiratory,29,155,48558.09,27439.18,Home Health Agency,False,6
CMS-0002640,Q4-2025,SD,SD_City_1,62179,E0431,Respiratory,50,86,12437.53,23209.52,Home Health Agency,True,3
CMS-0002641,Q4-2025,LA,LA_City_3,81683,E0431,Respiratory,29,11,45478.4,8957.3,DME Supplier,False,2
CMS-0002642,Q4-2025,MD,MD_City_3,90913,E0601,Sleep Therapy,43,189,48852.18,15101.18,DME Supplier,False,7
CMS-0002643,Q4-2025,TN,TN_City_2,57851,E0601,Sleep Therapy,29,195,3629.15,29134.57,DME Supplier,False,6
CMS-0002644,Q4-2025,OR,OR_City_2,99188,E0424,Respiratory,14,124,17564.86,30650.03,Hospital Outpatient,True,8
CMS-0002645,Q4-2025,VA,VA_City_1,67412,E0431,Respiratory,45,188,12986.69,5126.88,Hospital Outpatient,False,7
CMS-0002646,Q4-2025,ME,ME_City_2,23140,E0470,Sleep Therapy,45,157,1342.92,22206.71,Physician Office,True,5
CMS-0002647,Q4-2025,TN,TN_City_3,22281,E0431,Respiratory,10,20,12295.03,24020.7,Physician Office,False,2
CMS-0002648,Q4-2025,CA,San Diego,27065,E0601,Sleep Therapy,28,123,37438.08,16773.34,Hospital Outpatient,False,6
CMS-0002649,Q4-2025,TX,Plano,63170,E0433,Respiratory,23,134,34823.41,19643.19,Physician Office,True,8
CMS-0002650,Q4-2025,IN,IN_City_1,92279,E0570,Respiratory,14,28,35611.62,2955.62,Hospital Outpatient,False,8
CMS-0002651,Q4-2025,FL,Clearwater,45629,E0601,Sleep Therapy,20,65,15332.23,34273.94,Hospital Outpatient,False,1
CMS-0002652,Q4-2025,NE,NE_City_3,17382,E0570,Respiratory,20,196,30856.17,2072.58,Hospital Outpatient,True,5
CMS-0002653,Q4-2025,OH,Cleveland,13968,E0424,Respiratory,31,131,30500.35,39564.02,DME Supplier,False,1
CMS-0002654,Q4-2025,SC,SC_City_2,54724,E0470,Sleep Therapy,29,167,5925.4,11292.0,Hospital Outpatient,True,2
CMS-0002655,Q4-2025,MT,MT_City_3,66190,E0431,Respiratory,2,98,22820.87,35591.17,Hospital Outpatient,True,2
CMS-0002656,Q4-2025,WY,WY_City_3,13684,E0424,Respiratory,16,86,16601.04,38660.91,Hospital Outpatient,True,2
CMS-0002657,Q4-2025,NH,NH_City_3,75127,E0465,Respiratory,35,192,42056.77,26519.0,Physician Office,True,7
CMS-0002658,Q4-2025,OR,OR_City_1,61892,E0601,Sleep Therapy,29,186,12966.28,15821.84,Home Health Agency,False,3
CMS-0002659,Q4-2025,AL,AL_City_3,73857,E0424,Respiratory,6,169,25497.3,8148.32,DME Supplier,False,4
CMS-0002660,Q4-2025,KS,KS_City_3,81815,E0601,Sleep Therapy,21,86,35598.91,12651.43,DME Supplier,False,6
CMS-0002661,Q4-2025,MI,Warren,19865,E0465,Respiratory,29,162,42048.67,35186.87,Hospital Outpatient,False,6
CMS-0002662,Q4-2025,DE,DE_City_2,55538,E0433,Respiratory,49,139,17832.96,1992.71,Hospital Outpatient,False,2
CMS-0002663,Q4-2025,PA,Philadelphia,11517,E0470,Sleep Therapy,13,106,44743.19,44358.94,Hospital Outpatient,True,2
CMS-0002664,Q4-2025,MS,MS_City_1,60289,E0470,Sleep Therapy,32,48,45524.42,22212.33,Hospital Outpatient,False,1
CMS-0002665,Q4-2025,WA,WA_City_1,47687,E0470,Sleep Therapy,37,24,41265.62,11112.88,Physician Office,True,4
CMS-0002666,Q4-2025,MN,MN_City_1,25083,E0431,Respiratory,25,146,37582.16,25844.18,DME Supplier,False,4
CMS-0002667,Q4-2025,VT,VT_City_2,55722,E0570,Respiratory,36,127,42584.43,18616.61,DME Supplier,True,8
CMS-0002668,Q4-2025,TX,San Antonio,26644,E0470,Sleep Therapy,14,69,1397.95,19821.55,Physician Office,False,6
CMS-0002669,Q4-2025,IN,IN_City_2,64011,E0424,Respiratory,1,132,11942.44,6069.5,Physician Office,True,8
CMS-0002670,Q4-2025,TX,Plano,27581,E0433,Respiratory,50,160,25920.95,29123.22,Home Health Agency,False,3
CMS-0002671,Q4-2025,WV,WV_City_2,14030,E0570,Respiratory,32,181,2796.03,28456.13,DME Supplier,True,4
CMS-0002672,Q4-2025,WV,WV_City_2,78086,E0601,Sleep Therapy,46,65,24979.66,33277.0,Hospital Outpatient,False,8
CMS-0002673,Q4-2025,SC,SC_City_1,49096,E0424,Respiratory,2,36,12771.85,3395.09,Physician Office,True,4
CMS-0002674,Q4-2025,KY,KY_City_3,56912,E0424,Respiratory,23,44,44122.2,16527.24,Hospital Outpatient,True,5
CMS-0002675,Q4-2025,NM,NM_City_3,85903,E0433,Respiratory,47,23,37620.36,30680.32,DME Supplier,False,7
CMS-0002676,Q4-2025,AL,AL_City_1,77653,E0470,Sleep Therapy,5,169,25145.85,19275.32,DME Supplier,True,6
CMS-0002677,Q4-2025,OR,OR_City_1,62601,E0570,Respiratory,5,178,47429.49,4615.36,Hospital Outpatient,True,3
CMS-0002678,Q4-2025,KS,KS_City_2,13932,E0424,Respiratory,13,194,36826.85,24581.73,Home Health Agency,True,7
CMS-0002679,Q4-2025,MN,MN_City_2,79765,E0601,Sleep Therapy,40,138,24078.29,19486.54,Physician Office,False,1
CMS-0002680,Q4-2025,NH,NH_City_3,93557,E0424,Respiratory,27,167,35831.44,34717.34,Physician Office,False,6
CMS-0002681,Q4-2025,MI,Sterling Heights,42202,E0465,Respiratory,22,102,29849.73,9569.28,Physician Office,False,3
CMS-0002682,Q4-2025,OH,Columbus,73810,E0570,Respiratory,16,84,17330.21,32582.47,DME Supplier,False,2
CMS-0002683,Q4-2025,MO,MO_City_3,16476,E0433,Respiratory,17,177,17361.14,34326.2,Home Health Agency,False,6
CMS-0002684,Q4-2025,TN,TN_City_2,21850,E0601,Sleep Therapy,19,91,17822.57,42058.14,Hospital Outpatient,False,6
CMS-0002685,Q4-2025,CO,CO_City_2,21023,E0570,Respiratory,26,170,2464.88,31052.34,Physician Office,False,5
CMS-0002686,Q4-2025,CA,Sacramento,65161,E0424,Respiratory,30,153,23455.07,39743.63,Hospital Outpatient,True,8
CMS-0002687,Q4-2025,SD,SD_City_2,18179,E0424,Respiratory,2,43,28936.0,37908.33,Hospital Outpatient,False,5
CMS-0002688,Q4-2025,SC,SC_City_2,70725,E0424,Respiratory,2,13,42289.58,13415.29,Hospital Outpatient,True,2
CMS-0002689,Q4-2025,MD,MD_City_3,38691,E0470,Sleep Therapy,1,64,6115.23,6340.28,DME Supplier,True,1
CMS-0002690,Q4-2025,NY,New York,70542,E0433,Respiratory,19,46,14841.89,27472.2,Home Health Agency,False,4
CMS-0002691,Q4-2025,LA,LA_City_2,74579,E0424,Respiratory,35,199,38869.32,29126.37,Home Health Agency,False,7
CMS-0002692,Q4-2025,OK,OK_City_1,17176,E0570,Respiratory,2,197,49049.13,1613.62,DME Supplier,False,1
CMS-0002693,Q4-2025,UT,UT_City_3,26919,E0470,Sleep Therapy,35,109,5830.57,13889.93,Home Health Agency,True,5
CMS-0002694,Q4-2025,TX,El Paso,88479,E0431,Respiratory,49,46,22099.48,14013.16,Physician Office,True,7
CMS-0002695,Q4-2025,NC,Fayetteville,93751,E0465,Respiratory,14,179,30196.05,42407.49,DME Supplier,False,2
CMS-0002696,Q4-2025,NM,NM_City_3,14038,E0470,Sleep Therapy,35,170,42590.2,2990.81,Physician Office,False,8
CMS-0002697,Q4-2025,VT,VT_City_3,91124,E0433,Respiratory,27,113,13773.48,37689.7,Home Health Agency,False,2
CMS-0002698,Q4-2025,TX,Fort Worth,33639,E0424,Respiratory,28,175,42844.44,4363.76,DME Supplier,False,7
CMS-0002699,Q4-2025,CT,CT_City_1,65776,E0601,Sleep Therapy,16,170,36029.57,43932.26,DME Supplier,False,8
CMS-0002700,Q4-2025,NY,Albany,32836,E0465,Respiratory,43,58,35770.78,41293.34,Physician Office,True,8
CMS-0002701,Q4-2025,PA,Erie,34206,E0601,Sleep Therapy,20,144,3844.97,4466.39,Hospital Outpatient,False,5
CMS-0002702,Q4-2025,AZ,AZ_City_1,84303,E0424,Respiratory,33,79,26173.22,11974.87,Hospital Outpatient,True,5
CMS-0002703,Q4-2025,AL,AL_City_2,85907,E0570,Respiratory,36,167,29317.18,15140.37,Physician Office,True,8
CMS-0002704,Q4-2025,OK,OK_City_2,29944,E0424,Respiratory,37,91,11366.19,19660.67,Home Health Agency,False,6
CMS-0002705,Q4-2025,MD,MD_City_1,43712,E0424,Respiratory,5,5,46567.4,14905.7,DME Supplier,True,8
CMS-0002706,Q4-2025,UT,UT_City_1,42403,E0570,Respiratory,45,31,15416.92,17811.87,DME Supplier,False,5
CMS-0002707,Q4-2025,SD,SD_City_2,20330,E0431,Respiratory,41,181,1905.17,14004.83,Physician Office,False,6
CMS-0002708,Q4-2025,OR,OR_City_2,56139,E0433,Respiratory,37,42,2495.51,19597.04,DME Supplier,False,7
CMS-0002709,Q4-2025,ID,ID_City_1,71155,E0433,Respiratory,12,97,13777.42,38749.22,Hospital Outpatient,False,2
CMS-0002710,Q4-2025,MI,Ann Arbor,84483,E0570,Respiratory,10,131,23579.4,28392.75,Hospital Outpatient,False,4
CMS-0002711,Q4-2025,WA,WA_City_1,82617,E0470,Sleep Therapy,40,135,24350.06,40333.29,DME Supplier,True,6
